Date,R[mm]
2012-10-01,0.0
2012-10-02,0.45
2012-10-03,0.0
2012-10-04,2.8
2012-10-05,0.0
2012-10-06,0.0
2012-10-07,0.0
2012-10-08,25.15
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,0.0
2012-10-12,0.0
2012-10-13,0.0
2012-10-14,0.0
2012-10-15,0.0
2012-10-16,0.8999999999999999
2012-10-17,0.05
2012-10-18,0.0
2012-10-19,0.0
2012-10-20,0.0
2012-10-21,0.0
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,0.05
2012-10-25,0.0
2012-10-26,0.0
2012-10-27,37.5
2012-10-28,2.0999999999999996
2012-10-29,0.0
2012-10-30,0.05
2012-10-31,0.0
2012-11-01,0.0
2012-11-02,0.0
2012-11-03,0.0
2012-11-04,0.0
2012-11-05,0.0
2012-11-06,0.0
2012-11-07,0.1
2012-11-08,0.0
2012-11-09,0.0
2012-11-10,0.0
2012-11-11,0.0
2012-11-12,0.0
2012-11-13,0.0
2012-11-14,0.0
2012-11-15,0.0
2012-11-16,0.0
2012-11-17,0.0
2012-11-18,0.0
2012-11-19,0.0
2012-11-20,0.0
2012-11-21,0.0
2012-11-22,0.0
2012-11-23,0.0
2012-11-24,0.1
2012-11-25,0.0
2012-11-26,0.0
2012-11-27,0.0
2012-11-28,0.0
2012-11-29,0.0
2012-11-30,0.0
2012-12-01,5.9
2012-12-02,2.1
2012-12-03,0.0
2012-12-04,0.0
2012-12-05,0.0
2012-12-06,0.0
2012-12-07,0.0
2012-12-08,0.0
2012-12-09,0.0
2012-12-10,0.0
2012-12-11,0.0
2012-12-12,0.0
2012-12-13,0.0
2012-12-14,0.0
2012-12-15,0.0
2012-12-16,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,0.0
2012-12-22,0.0
2012-12-23,0.0
2012-12-24,0.0
2012-12-25,0.0
2012-12-26,0.0
2012-12-27,0.0
2012-12-28,0.0
2012-12-29,0.0
2012-12-30,0.0
2012-12-31,0.0
2013-01-01,0.0
2013-01-02,0.0
2013-01-03,0.0
2013-01-04,0.0
2013-01-05,0.0
2013-01-06,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,0.0
2013-01-10,0.0
2013-01-11,0.0
2013-01-12,0.0
2013-01-13,0.0
2013-01-14,0.0
2013-01-15,0.0
2013-01-16,0.0
2013-01-17,0.0
2013-01-18,0.0
2013-01-19,0.0
2013-01-20,0.0
2013-01-21,0.0
2013-01-22,0.0
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,0.0
2013-01-26,0.0
2013-01-27,0.0
2013-01-28,0.0
2013-01-29,0.0
2013-01-30,0.0
2013-01-31,0.0
2013-02-01,0.0
2013-02-02,0.0
2013-02-03,0.0
2013-02-04,0.0
2013-02-05,0.0
2013-02-06,0.0
2013-02-07,0.0
2013-02-08,0.0
2013-02-09,0.0
2013-02-10,0.0
2013-02-11,0.0
2013-02-12,0.0
2013-02-13,0.0
2013-02-14,0.0
2013-02-15,0.0
2013-02-16,0.0
2013-02-17,0.0
2013-02-18,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-23,0.0
2013-02-24,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,3.8
2013-03-02,2.9000000000000004
2013-03-03,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-07,0.0
2013-03-08,0.0
2013-03-09,0.0
2013-03-10,0.0
2013-03-11,0.0
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,0.0
2013-03-15,0.0
2013-03-16,0.0
2013-03-17,0.0
2013-03-18,0.0
2013-03-19,0.0
2013-03-20,0.0
2013-03-21,0.0
2013-03-22,0.0
2013-03-23,0.0
2013-03-24,0.0
2013-03-25,0.0
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-03-29,0.55
2013-03-30,0.0
2013-03-31,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,29.3
2013-04-04,0.95
2013-04-05,0.0
2013-04-06,0.0
2013-04-07,0.0
2013-04-08,0.0
2013-04-09,0.0
2013-04-10,0.0
2013-04-11,3.8499999999999996
2013-04-12,0.0
2013-04-13,3.25
2013-04-14,0.0
2013-04-15,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,0.35
2013-04-20,0.0
2013-04-21,0.0
2013-04-22,8.0
2013-04-23,0.0
2013-04-24,0.0
2013-04-25,27.950000000000003
2013-04-26,0.25
2013-04-27,0.0
2013-04-28,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,0.0
2013-05-04,0.0
2013-05-05,0.0
2013-05-06,0.0
2013-05-07,0.0
2013-05-08,5.5
2013-05-09,0.0
2013-05-10,0.0
2013-05-11,0.0
2013-05-12,0.0
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,0.0
2013-05-16,0.15
2013-05-17,4.699999999999999
2013-05-18,0.1
2013-05-19,0.0
2013-05-20,12.55
2013-05-21,0.0
2013-05-22,0.0
2013-05-23,0.0
2013-05-24,0.45
2013-05-25,0.2
2013-05-26,0.0
2013-05-27,8.3
2013-05-28,0.15
2013-05-29,0.0
2013-05-30,1.9
2013-05-31,0.0
2013-06-01,4.1
2013-06-02,0.6
2013-06-03,0.0
2013-06-04,0.0
2013-06-05,19.4
2013-06-06,0.1
2013-06-07,0.0
2013-06-08,1.25
2013-06-09,25.25
2013-06-10,0.05
2013-06-11,0.0
2013-06-12,0.0
2013-06-13,0.0
2013-06-14,0.0
2013-06-15,1.4
2013-06-16,0.0
2013-06-17,0.0
2013-06-18,28.9
2013-06-19,0.0
2013-06-20,0.0
2013-06-21,0.0
2013-06-22,1.2
2013-06-23,1.15
2013-06-24,2.75
2013-06-25,0.0
2013-06-26,0.0
2013-06-27,0.95
2013-06-28,0.0
2013-06-29,62.2
2013-06-30,0.1
2013-07-01,0.05
2013-07-02,10.6
2013-07-03,0.1
2013-07-04,0.0
2013-07-05,4.6
2013-07-06,5.7
2013-07-07,0.3
2013-07-08,28.4
2013-07-09,0.1
2013-07-10,2.8
2013-07-11,9.2
2013-07-12,0.1
2013-07-13,0.0
2013-07-14,21.200000000000003
2013-07-15,0.0
2013-07-16,0.0
2013-07-17,0.0
2013-07-18,27.200000000000003
2013-07-19,24.7
2013-07-20,0.05
2013-07-21,32.3
2013-07-22,0.1
2013-07-23,0.0
2013-07-24,28.5
2013-07-25,0.0
2013-07-26,0.0
2013-07-27,0.0
2013-07-28,0.0
2013-07-29,47.3
2013-07-30,0.0
2013-07-31,0.0
2013-08-01,1.05
2013-08-02,0.15000000000000002
2013-08-03,25.7
2013-08-04,0.0
2013-08-05,0.0
2013-08-06,17.7
2013-08-07,7.45
2013-08-08,2.95
2013-08-09,0.1
2013-08-10,0.0
2013-08-11,0.0
2013-08-12,6.050000000000001
2013-08-13,0.2
2013-08-14,0.0
2013-08-15,0.1
2013-08-16,3.2
2013-08-17,0.0
2013-08-18,0.0
2013-08-19,30.5
2013-08-20,18.65
2013-08-21,13.100000000000001
2013-08-22,0.05
2013-08-23,8.8
2013-08-24,0.05
2013-08-25,25.9
2013-08-26,29.4
2013-08-27,50.1
2013-08-28,24.15
2013-08-29,1.3
2013-08-30,7.1
2013-08-31,17.4
2013-09-01,0.0
2013-09-02,0.0
2013-09-03,15.05
2013-09-04,1.55
2013-09-05,4.55
2013-09-06,0.0
2013-09-07,27.0
2013-09-08,0.0
2013-09-09,0.7
2013-09-10,0.05
2013-09-11,5.449999999999999
2013-09-12,0.7
2013-09-13,0.4
2013-09-14,24.65
2013-09-15,0.4
2013-09-16,0.05
2013-09-17,0.2
2013-09-18,0.0
2013-09-19,0.0
2013-09-20,5.449999999999999
2013-09-21,0.05
2013-09-22,0.0
2013-09-23,0.0
2013-09-24,0.7
2013-09-25,0.1
2013-09-26,3.5
2013-09-27,1.8
2013-09-28,1.2
2013-09-29,0.0
2013-09-30,9.6
2013-10-01,0.3
2013-10-02,0.0
2013-10-03,3.25
2013-10-04,4.8
2013-10-05,0.0
2013-10-06,0.0
2013-10-07,0.0
2013-10-08,2.0
2013-10-09,3.5
2013-10-10,1.25
2013-10-11,0.0
2013-10-12,0.0
2013-10-13,0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-19,0.0
2013-10-20,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-26,0.0
2013-10-27,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,4.6
2013-10-31,0.0
2013-11-01,0.0
2013-11-02,0.0
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.0
2013-11-09,0.0
2013-11-10,0.0
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,0.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,0.0
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-23,0.0
2013-11-24,0.0
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,0.0
2013-11-28,0.0
2013-11-29,0.0
2013-11-30,0.0
2013-12-01,0.6
2013-12-02,0.0
2013-12-03,0.0
2013-12-04,0.0
2013-12-05,0.0
2013-12-06,0.0
2013-12-07,0.0
2013-12-08,0.0
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-12,0.0
2013-12-13,0.0
2013-12-14,0.0
2013-12-15,0.85
2013-12-16,0.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,0.0
2013-12-21,0.0
2013-12-22,0.0
2013-12-23,0.0
2013-12-24,0.0
2013-12-25,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-28,0.0
2013-12-29,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-01,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-04,0.0
2014-01-05,0.0
2014-01-06,0.0
2014-01-07,0.0
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,0.0
2014-01-11,0.0
2014-01-12,0.0
2014-01-13,0.0
2014-01-14,0.0
2014-01-15,0.0
2014-01-16,0.0
2014-01-17,0.0
2014-01-18,5.45
2014-01-19,0.05
2014-01-20,0.0
2014-01-21,0.0
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,0.0
2014-01-25,0.0
2014-01-26,0.0
2014-01-27,0.0
2014-01-28,0.0
2014-01-29,0.0
2014-01-30,0.0
2014-01-31,0.0
2014-02-01,0.0
2014-02-02,0.0
2014-02-03,0.0
2014-02-04,0.0
2014-02-05,0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-08,0.0
2014-02-09,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,0.0
2014-02-15,0.0
2014-02-16,0.0
2014-02-17,0.0
2014-02-18,0.0
2014-02-19,0.0
2014-02-20,0.0
2014-02-21,0.0
2014-02-22,0.0
2014-02-23,0.0
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-01,0.0
2014-03-02,0.0
2014-03-03,0.0
2014-03-04,0.0
2014-03-05,0.0
2014-03-06,0.0
2014-03-07,0.0
2014-03-08,0.0
2014-03-09,0.0
2014-03-10,0.0
2014-03-11,0.0
2014-03-12,0.0
2014-03-13,0.0
2014-03-14,0.0
2014-03-15,0.0
2014-03-16,0.0
2014-03-17,0.0
2014-03-18,0.0
2014-03-19,0.0
2014-03-20,0.0
2014-03-21,0.0
2014-03-22,0.0
2014-03-23,0.0
2014-03-24,0.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,0.0
2014-03-29,0.0
2014-03-30,0.0
2014-03-31,0.0
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,0.0
2014-04-04,0.0
2014-04-05,0.0
2014-04-06,0.0
2014-04-07,0.0
2014-04-08,15.350000000000001
2014-04-09,0.0
2014-04-10,0.2
2014-04-11,0.0
2014-04-12,0.0
2014-04-13,2.1
2014-04-14,0.0
2014-04-15,0.0
2014-04-16,0.0
2014-04-17,0.0
2014-04-18,0.0
2014-04-19,0.0
2014-04-20,5.5
2014-04-21,0.0
2014-04-22,0.0
2014-04-23,16.6
2014-04-24,0.0
2014-04-25,0.0
2014-04-26,0.0
2014-04-27,3.2
2014-04-28,0.0
2014-04-29,0.0
2014-04-30,0.0
2014-05-01,0.8500000000000001
2014-05-02,0.0
2014-05-03,2.5
2014-05-04,0.0
2014-05-05,0.0
2014-05-06,3.6500000000000004
2014-05-07,0.0
2014-05-08,1.4
2014-05-09,0.0
2014-05-10,0.0
2014-05-11,0.0
2014-05-12,4.4
2014-05-13,0.0
2014-05-14,3.3499999999999996
2014-05-15,1.2
2014-05-16,0.0
2014-05-17,0.0
2014-05-18,0.0
2014-05-19,0.0
2014-05-20,0.0
2014-05-21,0.0
2014-05-22,0.0
2014-05-23,1.0
2014-05-24,0.0
2014-05-25,2.1
2014-05-26,0.0
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-05-31,2.6
2014-06-01,6.25
2014-06-02,0.0
2014-06-03,0.0
2014-06-04,0.0
2014-06-05,47.55
2014-06-06,28.65
2014-06-07,0.05
2014-06-08,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,2.25
2014-06-13,8.25
2014-06-14,0.0
2014-06-15,29.0
2014-06-16,0.1
2014-06-17,27.45
2014-06-18,0.0
2014-06-19,0.25
2014-06-20,0.0
2014-06-21,19.6
2014-06-22,39.900000000000006
2014-06-23,0.05
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,0.0
2014-06-28,33.8
2014-06-29,11.3
2014-06-30,0.05
2014-07-01,1.15
2014-07-02,5.5
2014-07-03,0.5
2014-07-04,7.7
2014-07-05,0.0
2014-07-06,0.0
2014-07-07,12.05
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,0.0
2014-07-12,0.0
2014-07-13,0.5
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-18,6.35
2014-07-19,0.0
2014-07-20,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,60.1
2014-07-24,15.05
2014-07-25,0.05
2014-07-26,0.05
2014-07-27,0.0
2014-07-28,0.0
2014-07-29,0.25
2014-07-30,30.65
2014-07-31,5.050000000000001
2014-08-01,20.1
2014-08-02,18.8
2014-08-03,1.35
2014-08-04,6.25
2014-08-05,1.5
2014-08-06,3.55
2014-08-07,0.1
2014-08-08,20.45
2014-08-09,7.550000000000001
2014-08-10,0.15000000000000002
2014-08-11,0.0
2014-08-12,9.15
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,1.6
2014-08-16,0.2
2014-08-17,2.1500000000000004
2014-08-18,0.0
2014-08-19,28.0
2014-08-20,13.45
2014-08-21,3.9
2014-08-22,7.85
2014-08-23,20.1
2014-08-24,0.0
2014-08-25,0.0
2014-08-26,16.55
2014-08-27,0.05
2014-08-28,0.0
2014-08-29,0.0
2014-08-30,29.65
2014-08-31,0.1
2014-09-01,20.8
2014-09-02,11.850000000000001
2014-09-03,0.05
2014-09-04,1.6
2014-09-05,13.600000000000001
2014-09-06,0.0
2014-09-07,1.75
2014-09-08,25.9
2014-09-09,14.1
2014-09-10,6.300000000000001
2014-09-11,0.1
2014-09-12,0.0
2014-09-13,0.0
2014-09-14,13.15
2014-09-15,0.05
2014-09-16,28.35
2014-09-17,0.0
2014-09-18,0.1
2014-09-19,0.0
2014-09-20,0.5
2014-09-21,8.2
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,6.199999999999999
2014-09-25,0.0
2014-09-26,27.45
2014-09-27,0.25
2014-09-28,0.0
2014-09-29,0.0
2014-09-30,4.0
2014-10-01,5.800000000000001
2014-10-02,9.55
2014-10-03,92.35
2014-10-04,0.0
2014-10-05,0.4
2014-10-06,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-11,0.0
2014-10-12,0.0
2014-10-13,6.8
2014-10-14,0.05
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-18,0.0
2014-10-19,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,1.05
2014-10-25,0.05
2014-10-26,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-01,0.0
2014-11-02,0.0
2014-11-03,0.9
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-08,0.0
2014-11-09,0.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-15,0.0
2014-11-16,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,2.0999999999999996
2014-11-21,0.0
2014-11-22,0.0
2014-11-23,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,0.0
2014-11-27,0.0
2014-11-28,0.1
2014-11-29,0.05
2014-11-30,0.0
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,0.0
2014-12-06,0.0
2014-12-07,0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-13,0.0
2014-12-14,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-20,0.0
2014-12-21,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-25,0.0
2014-12-26,0.0
2014-12-27,0.0
2014-12-28,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-01,0.0
2015-01-02,0.0
2015-01-03,0.0
2015-01-04,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-10,0.0
2015-01-11,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-17,0.0
2015-01-18,2.0500000000000003
2015-01-19,0.0
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-01-31,0.0
2015-02-01,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-07,0.0
2015-02-08,0.0
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,1.6
2015-02-12,0.0
2015-02-13,0.0
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-19,0.0
2015-02-20,12.55
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-02-28,0.0
2015-03-01,0.0
2015-03-02,0.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,0.0
2015-03-13,0.0
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-21,0.0
2015-03-22,0.0
2015-03-23,2.75
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-28,0.0
2015-03-29,0.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-03,0.0
2015-04-04,0.0
2015-04-05,0.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-11,0.0
2015-04-12,0.35
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,0.0
2015-04-28,0.2
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-02,0.0
2015-05-03,3.7
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,1.05
2015-05-09,0.3
2015-05-10,1.65
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,3.95
2015-05-14,0.0
2015-05-15,0.1
2015-05-16,0.0
2015-05-17,0.8500000000000001
2015-05-18,31.0
2015-05-19,5.65
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,10.8
2015-05-23,0.0
2015-05-24,18.75
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.1
2015-06-04,0.0
2015-06-05,0.0
2015-06-06,0.0
2015-06-07,5.1000000000000005
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,20.95
2015-06-12,0.0
2015-06-13,0.0
2015-06-14,3.25
2015-06-15,0.0
2015-06-16,36.5
2015-06-17,0.1
2015-06-18,0.0
2015-06-19,0.0
2015-06-20,45.5
2015-06-21,0.4
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,16.45
2015-06-25,0.2
2015-06-26,0.0
2015-06-27,1.25
2015-06-28,0.1
2015-06-29,0.0
2015-06-30,7.800000000000001
2015-07-01,0.0
2015-07-02,1.05
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,1.25
2015-07-06,2.6
2015-07-07,0.3
2015-07-08,0.0
2015-07-09,77.30000000000001
2015-07-10,5.4
2015-07-11,0.2
2015-07-12,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,18.2
2015-07-16,0.05
2015-07-17,0.7
2015-07-18,0.1
2015-07-19,0.0
2015-07-20,37.25
2015-07-21,3.5
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-25,2.8
2015-07-26,0.1
2015-07-27,12.600000000000001
2015-07-28,0.2
2015-07-29,0.0
2015-07-30,0.1
2015-07-31,0.0
2015-08-01,1.45
2015-08-02,10.25
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,1.8
2015-08-06,11.399999999999999
2015-08-07,4.2
2015-08-08,0.0
2015-08-09,0.05
2015-08-10,40.7
2015-08-11,2.0
2015-08-12,0.0
2015-08-13,7.15
2015-08-14,14.899999999999999
2015-08-15,15.45
2015-08-16,0.25
2015-08-17,11.4
2015-08-18,0.5
2015-08-19,37.1
2015-08-20,19.4
2015-08-21,17.15
2015-08-22,0.1
2015-08-23,0.0
2015-08-24,26.45
2015-08-25,2.95
2015-08-26,8.8
2015-08-27,4.699999999999999
2015-08-28,0.4
2015-08-29,0.2
2015-08-30,0.9
2015-08-31,0.0
2015-09-01,22.75
2015-09-02,2.6
2015-09-03,18.5
2015-09-04,0.05
2015-09-05,16.6
2015-09-06,80.85
2015-09-07,0.05
2015-09-08,6.2
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.5
2015-09-12,0.05
2015-09-13,5.15
2015-09-14,23.0
2015-09-15,2.9
2015-09-16,17.75
2015-09-17,9.85
2015-09-18,54.55
2015-09-19,1.25
2015-09-20,23.1
2015-09-21,0.5
2015-09-22,1.95
2015-09-23,0.05
2015-09-24,3.6500000000000004
2015-09-25,44.4
2015-09-26,0.1
2015-09-27,0.0
2015-09-28,1.1
2015-09-29,0.1
2015-09-30,27.700000000000003
2015-10-01,0.1
2015-10-02,0.0
2015-10-03,12.95
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.2
2015-10-10,3.9
2015-10-11,0.05
2015-10-12,0.05
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,9.350000000000001
2015-10-17,0.15000000000000002
2015-10-18,13.4
2015-10-19,0.2
2015-10-20,0.1
2015-10-21,0.05
2015-10-22,0.0
2015-10-23,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,16.35
2015-10-27,7.8
2015-10-28,0.1
2015-10-29,0.25
2015-10-30,0.0
2015-10-31,4.800000000000001
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.05
2015-11-05,0.0
2015-11-06,0.05
2015-11-07,0.05
2015-11-08,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,0.15
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
